Seminoe,date,storage(MCM),inflow(m3/s),release(m3/s)
9807,1977-11-07,654.1154197999999,4.16257645,37.66140598
9808,1977-11-08,652.6303076,20.89783279,37.74635652
9809,1977-11-09,649.5206999,3.936041677,39.58695155
9810,1977-11-10,646.86378,2.293664575,32.70595782
9811,1977-11-11,645.097434,14.72476023,34.80140447
9812,1977-11-12,643.6283571,6.456241025,23.10654683
9813,1977-11-13,641.5746098999999,1.9821792619999998,24.46575546
9814,1977-11-14,639.52703,11.52495657,33.24397791
9815,1977-11-15,637.4856176000001,7.3057464229999995,29.25130254
9816,1977-11-16,634.8657022000001,5.889904092999999,34.85803816
9817,1977-11-17,632.4012054,6.569508411,34.74477078
9818,1977-11-18,630.664463,7.730499122,27.49565805
9819,1977-11-19,628.0679837,5.833270400000001,35.56595933
9820,1977-11-20,625.910624,11.58159026,36.2172468
9821,1977-11-21,623.1858626000001,4.955448155,36.18892995
9822,1977-11-22,622.1842753999999,12.79921466,24.04100276
9823,1977-11-23,620.0429508999999,2.5201993469999997,26.95763796
9824,1977-11-24,618.6182794,7.277429576,23.44634898
9825,1977-11-25,616.9111405,4.190893297,23.61625006
9826,1977-11-26,615.7763372000001,9.429509917999999,22.25704143
9827,1977-11-27,614.3590666,9.82594577,25.88159779
9828,1977-11-28,614.2172162,23.27644791,24.57902285
9829,1977-11-29,613.0861133,11.58159026,24.35248808
9830,1977-11-30,611.0582692,11.55327341,25.17367663
9831,1977-12-01,609.5608222000001,16.79189003,40.832892799999996
9832,1977-12-02,606.7534175,2.463565654,34.54655285
9833,1977-12-03,605.3521822,18.94397038,33.15902737
9834,1977-12-04,603.1171131,16.67862265,40.66299172
9835,1977-12-05,599.4993108,4.41742807,45.90160834
9836,1977-12-06,597.0052106,8.126934974,36.58536581
9837,1977-12-07,594.3803612,4.41742807,34.48991916
9838,1977-12-08,592.3155126,15.88575094,39.47368416
9839,1977-12-09,589.434099,3.9926753710000003,37.03843535
9840,1977-12-10,588.0661677,9.401193071,24.91882501
9841,1977-12-11,586.1555043,15.74416671,37.51982175
9842,1977-12-12,583.1618439,5.635052472999999,39.9833874
9843,1977-12-13,581.6705642999999,18.32099975,35.28279086
9844,1977-12-14,579.9116192,11.75149134,31.79981873
9845,1977-12-15,578.5621901000001,15.99901833,31.31843234
9846,1977-12-16,576.1383983,9.231291992000001,36.98180166
9847,1977-12-17,572.6525786,2.491882501,42.53190359
9848,1977-12-18,568.9188291,4.927131308,47.82715391
9849,1977-12-19,565.733979,10.84535225,47.40240121
9850,1977-12-20,562.6946797,14.92297816,49.80933317
9851,1977-12-21,558.8807538,5.861587246,49.69606578
9852,1977-12-22,555.0840967,3.482972132,47.11923274
9853,1977-12-23,552.0867359,13.25228421,47.65725283
9854,1977-12-24,548.7106961000001,8.891489832000001,47.65725283
9855,1977-12-25,545.3506915,8.240202361,46.83606428
9856,1977-12-26,541.4923603999999,2.944952046,47.28913382
9857,1977-12-27,538.1631929,9.372876225,47.62893598
9858,1977-12-28,534.6008973,7.645548582000001,48.64834246
9859,1977-12-29,531.2963995,10.22238162,48.08200553
9860,1977-12-30,527.3837951,4.785547075,49.78101632
9861,1977-12-31,524.7453773999999,24.80555762,49.92260056
9862,1978-01-01,521.7406156000001,14.97961185,49.46953101
9863,1978-01-02,518.3756772,10.67545117,49.32794678
9864,1978-01-03,514.6456281000001,6.711092644,49.49784786
9865,1978-01-04,511.8172542,16.08396887,48.64834246
9866,1978-01-05,509.2355768,4.842180769,34.43328547
9867,1978-01-06,507.03011119999996,10.53386694,35.76417726
9868,1978-01-07,504.3435878,10.50555009,41.28596234
9869,1978-01-08,502.2762722,14.66812654,38.31269345
9870,1978-01-09,499.4873698,7.503964348999999,39.50200101
9871,1978-01-10,497.0722123,12.28951142,39.95507055
9872,1978-01-11,495.5069239,19.00060407,36.84021743
9873,1978-01-12,492.6267438,7.362380116000001,40.43645694
9874,1978-01-13,490.8332612,14.61149285,35.08457294
9875,1978-01-14,488.8066505,10.59050063,33.75368115
9876,1978-01-15,486.3113168,11.41168918,40.04002109
9877,1978-01-16,484.4166887,14.61149285,36.24556365
9878,1978-01-17,482.05703789999995,11.21347125,38.25605976
9879,1978-01-18,480.6447012,16.2821868,32.33783882
9880,1978-01-19,478.650161,12.40277881,35.19784032
9881,1978-01-20,476.6605548,10.56218378,33.32892845
9882,1978-01-21,475.02742489999997,13.93188853,32.56437359
9883,1978-01-22,472.9342062,6.852676877,30.83704595
9884,1978-01-23,470.7324411,11.63822395,36.84021743
9885,1978-01-24,469.80732969999997,24.182586999999998,34.63150339
9886,1978-01-25,466.5817747,3.1148531260000003,40.15328848
9887,1978-01-26,464.7463537,16.70693949,37.66140598
9888,1978-01-27,462.9158667,13.13901682,34.06516646
9889,1978-01-28,460.8633529,9.712678384,33.21566106
9890,1978-01-29,458.81824,11.49663972,34.91467186
9891,1978-01-30,456.6670477,9.82594577,34.46160231
9892,1978-01-31,455.20043780000003,16.73525634,33.69704745
9893,1978-02-01,453.3983208,13.39386844,34.150117
9894,1978-02-02,451.6036047,12.96911574,33.49882953
9895,1978-02-03,450.0370828,29.27961938,47.14754959
9896,1978-02-04,448.3632479,9.004757219,28.11862867
9897,1978-02-05,446.6955805,12.091293499999999,31.14853126
9898,1978-02-06,444.9206001,8.353469747,27.18417274
9899,1978-02-07,443.3627126,30.32734271,47.34576752
9900,1978-02-08,441.1671149,21.97387296,47.31745067
9901,1978-02-09,437.7639385,7.475647502,46.6095295
9902,1978-02-10,434.5951237,12.9407989,49.35626362
9903,1978-02-11,431.0081585,7.702182275,49.04477831
9904,1978-02-12,428.8433978,24.01268592,48.87487723
9905,1978-02-13,425.28726969999997,7.985350741,48.95982777
9906,1978-02-14,421.9630361,11.80812503,50.09250164
9907,1978-02-15,418.76338419999996,11.75149134,48.59170877
9908,1978-02-16,415.5797676,13.19565052,49.86596686
9909,1978-02-17,412.2012608,10.90198594,49.80933317
9910,1978-02-18,408.9448688,11.18515441,48.70497615
9911,1978-02-19,405.81059139999996,13.19565052,49.27131308
9912,1978-02-20,402.48512439999996,11.72317449,50.03586794
9913,1978-02-21,398.86855560000004,8.183568667000001,49.83765002
9914,1978-02-22,395.784851,13.39386844,48.90319408
9915,1978-02-23,392.20898719999997,8.268519207,49.49784786
9916,1978-02-24,388.8563835,10.4489164,49.07309516
9917,1978-02-25,385.6246611,13.05406628,50.29071956
9918,1978-02-26,382.6100315,14.44159177,49.1580457
9919,1978-02-27,379.4128466,13.08238313,49.92260056
9920,1978-02-28,376.2341639,12.03465981,48.81824354
9921,1978-03-01,372.38446710000005,4.559012303,49.01646146
9922,1978-03-02,369.54005789999997,16.79189003,49.55448155
9923,1978-03-03,366.611772,15.63089932,49.35626362
9924,1978-03-04,363.31344160000003,10.61881748,48.62002561
9925,1978-03-05,360.32348160000004,14.13010645,48.56339192
9926,1978-03-06,357.447002,16.31050364,49.44121416
9927,1978-03-07,354.87149189999997,19.25545569,47.68556967
9928,1978-03-08,352.0246158,16.39545418,48.59170877
9929,1978-03-09,349.3824977,19.1421883,48.76160985
9930,1978-03-10,346.66020330000003,18.37763344,49.32794678
9931,1978-03-11,343.7664549,16.2821868,49.29962993
9932,1978-03-12,340.98248639999997,16.99010796,49.04477831
9933,1978-03-13,338.4896196,20.55803063,49.12972885
9934,1978-03-14,335.4601882,14.61149285,49.5261647
9935,1978-03-15,332.723092,16.96179111,48.62002561
9936,1978-03-16,329.90951989999996,16.53703841,48.36517399
9937,1978-03-17,327.02317239999996,16.39545418,48.95982777
9938,1978-03-18,324.8695131,25.03209239,48.733292999999996
9939,1978-03-19,323.3498635,32.70595782,48.90319408
9940,1978-03-20,321.5687157,30.63882802,50.23408587
9941,1978-03-21,320.8582301,38.08615868,44.51408286
9942,1978-03-22,319.9713567,36.47209842,45.816657799999994
9943,1978-03-23,319.0869502,38.82239669,48.733292999999996
9944,1978-03-24,317.76219069999996,31.60160081,46.75111374
9945,1978-03-25,316.61751960000004,34.97130555,48.02537183
9946,1978-03-26,315.0374293,31.40338288,48.81824354
9947,1978-03-27,313.0268539,27.38239066,49.04477831
9948,1978-03-28,311.6330195,32.30952197,46.69448004
9949,1978-03-29,310.33046260000003,34.54655285,48.50675823
9950,1978-03-30,309.2042937,37.0667522,49.21467939
9951,1978-03-31,308.08059180000004,36.78358373,48.08200553
9952,1978-04-01,308.59865410000003,54.5665634,48.19527291
9953,1978-04-02,310.070198,66.06320312,48.22358976
9954,1978-04-03,312.2423595,74.69984133,48.08200553
9955,1978-04-04,313.6374275,65.8083515,48.62002561
9956,1978-04-05,314.2492344,57.20003013,48.33685715
9957,1978-04-06,313.9001591,45.84497465,48.13863922
9958,1978-04-07,314.07408,50.74378911,47.43071806
9959,1978-04-08,314.1616572,40.37982325,38.36932714
9960,1978-04-09,314.51196610000005,42.9000226,37.71803967
9961,1978-04-10,315.2125838,47.14754959,38.2843766
9962,1978-04-11,315.9144349,53.717057999999994,43.80616169
9963,1978-04-12,314.8622749,36.84021743,47.34576752
9964,1978-04-13,314.3368117,43.46635953,48.56339192
9965,1978-04-14,313.6374275,35.4243751,42.58853729
9966,1978-04-15,313.6374275,45.22200402,44.74061763
9967,1978-04-16,312.41628039999995,34.00853277,47.43071806
9968,1978-04-17,311.8932841,43.52299322,47.8837876
9969,1978-04-18,311.1976004,37.01011851,44.174280700000004
9970,1978-04-19,311.1976004,41.73903189,40.86120964
9971,1978-04-20,310.2428854,37.94457444,47.68556967
9972,1978-04-21,308.59865410000003,29.61942154,46.89269797
9973,1978-04-22,307.3059652,34.26338439,47.65725283
9974,1978-04-23,305.8442892,32.73427467,47.48735175
9975,1978-04-24,304.3875471,31.46001657,47.26081698
9976,1978-04-25,303.27618,28.43011399,39.87012001
9977,1978-04-26,301.23353410000004,24.40912177,46.6095295
9978,1978-04-27,303.27618,64.5340934,40.12497163
9979,1978-04-28,303.95952889999995,35.62259302,27.15585589
9980,1978-04-29,303.7029647,34.150117,37.12338589
9981,1978-04-30,303.95952889999995,45.27863771,41.90893297
9982,1978-05-01,306.0157432,60.93785388,34.09348331
9983,1978-05-02,307.9954815,48.50675823,24.94714185
9984,1978-05-03,308.4259667,27.55229174,21.86060558
9985,1978-05-04,310.2428854,46.41131158,25.37189455
9986,1978-05-05,312.6777786,51.84814612,23.61625006
9987,1978-05-06,315.2125838,50.88537334,21.49248657
9988,1978-05-07,318.02738930000004,54.70814763,22.14377404
9989,1978-05-08,320.23778880000003,47.4590349,21.71902134
9990,1978-05-09,322.0140026,42.67348783,21.15268441
9991,1978-05-10,323.88642810000005,44.117647,20.75624856
9992,1978-05-11,325.49735530000004,41.34259604,21.43585288
9993,1978-05-12,328.1037025,53.43388953,22.20040773
9994,1978-05-13,330.9974509,57.68141652,22.45525935
9995,1978-05-14,333.9072345,57.68141652,22.11545719
9996,1978-05-15,336.92679810000004,58.04953553,20.30317901
9997,1978-05-16,340.057375,61.98557721,23.87110168
9998,1978-05-17,349.4762423,132.9759116,23.24813106
9999,1978-05-18,360.4196932,144.13274919999998,16.67862265
10000,1978-05-19,381.4098537,263.233406,19.70852523
10001,1978-05-20,395.5800931,185.4753452,20.35981271
10002,1978-05-21,409.36425260000004,182.04900680000003,20.72793171
10003,1978-05-22,422.070349,163.95454180000002,15.60258248
10004,1978-05-23,434.9219963,163.4165217,12.77089782
10005,1978-05-24,435.9174162,169.5329606,12.31782827
10006,1978-05-25,464.0593044,198.5294115,12.9407989
10007,1978-05-26,476.8949164,173.327418,22.51189305
10008,1978-05-27,490.3559037,176.0741522,18.57585137
10009,1978-05-28,503.7354812,174.4600919,18.00951444
10010,1978-05-29,515.1513557,152.34463469999997,18.15109867
10011,1978-05-30,527.7612405,166.6163254,18.17941552
10012,1978-05-31,539.5693622,159.39552949999998,20.92614964
10013,1978-06-01,550.5263812999999,164.37929450000001,35.73586041
10014,1978-06-02,560.8506242999999,160.81137180000002,39.44536731
10015,1978-06-03,571.0502857,103.4697575,39.78516947
10016,1978-06-04,581.8062473,166.47474119999998,41.17269496
10017,1978-06-05,593.8289947999999,183.3798986,43.12655737
10018,1978-06-06,605.6321825,186.77792019999998,48.733292999999996
10019,1978-06-07,617.4797756,190.9688135,51.16854181
10020,1978-06-08,630.9543312000001,206.0333759,48.25190661
10021,1978-06-09,643.6283571,201.1062446,50.3756701
10022,1978-06-10,657.5407988,215.6611037,51.11190811
10023,1978-06-11,673.049366,234.37853930000003,50.80042279999999
10024,1978-06-12,691.4615494,266.4048928,50.43230379
10025,1978-06-13,714.3673072,319.30076230000003,49.92260056
10026,1978-06-14,728.305652,216.82209440000003,50.80042279999999
10027,1978-06-15,746.4230332000001,265.9518233,50.82873965
10028,1978-06-16,765.2496666000001,273.6256887,50.48893749
10029,1978-06-17,785.1506626,286.31163599999996,50.74378911
10030,1978-06-18,804.0636396,272.5779654,50.51725433
10031,1978-06-19,820.4862168,245.6486443,50.99864073
10032,1978-06-20,838.0744344,256.55063019999994,49.5827984
10033,1978-06-21,852.0991229,216.708827,49.55448155
10034,1978-06-22,865.5601102,211.81001260000002,50.34735325
10035,1978-06-23,878.0565148,200.7947592,50.43230379
10036,1978-06-24,890.8847258999999,204.6458504,50.17745218
10037,1978-06-25,905.6063317,229.87616069999999,51.16854181
10038,1978-06-26,919.5631787000001,213.82050869999998,50.03586794
10039,1978-06-27,932.717029,207.73238669999998,50.03586794
10040,1978-06-28,946.8305282,219.45556119999998,50.82873965
10041,1978-06-29,957.886226,169.75949540000002,38.79407984
10042,1978-06-30,969.0492366,183.5781165,50.51725433
10043,1978-07-01,980.9387681000001,181.0012835,38.51091138
10044,1978-07-02,992.115347,170.58068390000003,36.04734572
10045,1978-07-03,1004.864615,193.4323791,38.05784183
10046,1978-07-04,1013.297931,143.424828,40.23823902
10047,1978-07-05,1021.149043,137.6198745,38.68081246
10048,1978-07-06,1027.764206,119.7802611,38.17110922
10049,1978-07-07,1033.768795,110.010949,37.60477228
10050,1978-07-08,1038.289506,94.15351495,38.08615868
10051,1978-07-09,1042.827486,91.54836506,36.78358373
10052,1978-07-10,1045.643525,75.26617826,38.45427768
10053,1978-07-11,1048.684058,79.03231886,36.75526689
10054,1978-07-12,1051.513665,77.33330806,38.25605976
10055,1978-07-13,1055.659398,90.55727543,36.38714788
10056,1978-07-14,1059.379579,86.76281798,37.03843535
10057,1978-07-15,1063.9891,96.92856591,37.4915049
10058,1978-07-16,1066.629985,72.00974090000001,36.41546473
10059,1978-07-17,1069.277037,73.34063269,37.01011851
10060,1978-07-18,1071.043383,64.1659744,37.88794075
10061,1978-07-19,1074.141889,78.46598193,36.92516797
10062,1978-07-20,1074.141889,40.20992217,35.73586041
10063,1978-07-21,1078.13467,87.30083807,36.58536581
10064,1978-07-22,1079.913351,59.01230831,35.4243751
10065,1978-07-23,1081.025952,59.9750811,40.29487271
10066,1978-07-24,1081.694499,50.74378911,40.29487271
10067,1978-07-25,1081.694499,48.08200553,41.03111072
10068,1978-07-26,1081.694499,46.66616320000001,39.87012001
10069,1978-07-27,1081.471238,41.59744766,37.71803967
10070,1978-07-28,1080.580665,34.94298870000001,38.45427768
10071,1978-07-29,1079.691324,30.04417424,36.86853427
10072,1978-07-30,1079.024011,34.94298870000001,38.19942606
10073,1978-07-31,1078.13467,35.96239518,41.56913081
10074,1978-08-01,1077.912643,35.73586041,34.71645393
10075,1978-08-02,1076.13643,19.73684208,36.24556365
10076,1978-08-03,1076.13643,38.82239669,34.91467186
10077,1978-08-04,1075.249556,29.33625308,35.67922672
10078,1978-08-05,1073.919863,25.76833041,36.2172468
10079,1978-08-06,1072.591403,26.10813257,35.62259302
10080,1978-08-07,1071.486203,26.44793472,35.67922672
10081,1978-08-08,1069.939417,22.17209089,34.85803816
10082,1978-08-09,1069.718624,33.04575998,31.12021441
10083,1978-08-10,1067.732718,17.18832589,34.82972132
10084,1978-08-11,1066.410425,19.87842631,30.69546171
10085,1978-08-12,1064.649013,18.12278182,34.68813709
10086,1978-08-13,1063.329188,21.01110018,32.22457143
10087,1978-08-14,1062.231389,24.74892393,34.65982024
10088,1978-08-15,1060.256584,13.64872006,36.50041527
10089,1978-08-16,1057.846361,13.93188853,36.47209842
10090,1978-08-17,1056.752262,29.05308461,35.82081095
10091,1978-08-18,1055.221511,22.17209089,35.16952348
10092,1978-08-19,1053.257808,14.30000753,34.54655285
10093,1978-08-20,1051.078246,15.20614662,36.01902888
10094,1978-08-21,1049.553662,19.65189154,34.51823601
10095,1978-08-22,1046.728989,9.004757219,38.02952498
10096,1978-08-23,1044.99348,21.23763495,36.47209842
10097,1978-08-24,1042.610393,11.92139242,34.40496862
10098,1978-08-25,1040.449333,14.69644339,34.60318655
10099,1978-08-26,1038.937084,21.01110018,34.12180015
10100,1978-08-27,1035.919988,4.049309064,33.89526538
10101,1978-08-28,1034.413906,21.66238765,34.88635501
10102,1978-08-29,1032.050555,10.4489164,33.75368115
10103,1978-08-30,1030.118923,13.76198745,32.0829872
10104,1978-08-31,1027.764206,8.806539293,31.57328396
10105,1978-09-01,1025.198563,9.486143611000001,34.29170123
10106,1978-09-02,1023.065873,12.99743259,33.38556214
10107,1978-09-03,1020.510099,7.702182275,32.98912629
10108,1978-09-04,1017.960492,7.957033895,33.01744314
10109,1978-09-05,1015.626744,10.67545117,32.96080944
10110,1978-09-06,1013.297931,11.97802611,33.49882953
10111,1978-09-07,1011.183743,13.13901682,32.62100728
10112,1978-09-08,1008.652638,11.97802611,36.30219734
10113,1978-09-09,1005.70585,8.466737132999999,38.31269345
10114,1978-09-10,1002.765229,5.125349235,34.88635501
10115,1978-09-11,999.8332429,5.068715541,34.20675069
10116,1978-09-12,996.4892736,0.424752699,34.91467186
10117,1978-09-13,992.9467138,1.614060256,38.25605976
10118,1978-09-14,989.8297052,1.0477233240000001,34.17843385
10119,1978-09-15,986.9273224,4.07762591,33.44219583
10120,1978-09-16,984.4455568999999,7.928717047999999,32.47942305
10121,1978-09-17,982.7939247999999,22.22872458,32.42278936
10122,1978-09-18,980.3207937000001,3.9926753710000003,32.33783882
10123,1978-09-19,977.4406136,5.408517701,37.63308913
10124,1978-09-20,974.5690678999999,4.898814462,38.14279237
10125,1978-09-21,972.111972,6.116438866,33.27229476
10126,1978-09-22,969.8658016,9.99584685,33.52714637
10127,1978-09-23,967.2150491,6.739409491,33.95189907
10128,1978-09-24,964.5704641,7.617231735,34.12180015
10129,1978-09-25,962.3378619,11.86475873,33.75368115
10130,1978-09-26,959.9079027,10.76040171,34.48991916
10131,1978-09-27,958.4918656,11.38337233,25.99486518
10132,1978-09-28,959.3010296,29.81763947,17.01842481
10133,1978-09-29,958.4918656,19.34040623,26.6744695
10134,1978-09-30,957.2805864,14.1584233,24.89050816
10135,1978-10-01,954.860495,1.24594125,25.17367663
10136,1978-10-02,953.2495677000001,9.259608838,25.00377555
10137,1978-10-03,951.2389923,5.408517701,25.99486518
10138,1978-10-04,948.8324693,0.538020085,25.00377555
10139,1978-10-05,947.4300003999999,11.52495657,24.89050816
10140,1978-10-06,945.8301745,8.155251821,24.40912177
10141,1978-10-07,944.2328155,6.852676877,24.52238916
10142,1978-10-08,942.2382752999999,5.323567161000001,24.74892393
10143,1978-10-09,940.6458503,9.486143611000001,24.80555762
10144,1978-10-10,939.2544828,12.40277881,24.77724078
10145,1978-10-11,937.6657582,7.07921165,21.43585288
10146,1978-10-12,935.2876052,0.9627727840000001,25.00377555
10147,1978-10-13,933.705048,9.401193071,24.80555762
10148,1978-10-14,932.3223148,10.98693648,24.9754587
10149,1978-10-15,931.1381723,14.46990861,25.11704293
10150,1978-10-16,929.1670683,5.351884007,24.83387447
10151,1978-10-17,927.9866262,13.19565052,24.86219131
10152,1978-10-18,926.2190467,5.351884007,24.46575546
10153,1978-10-19,924.6488243,12.4594125,28.26021291
10154,1978-10-20,923.0810689,13.33723475,27.92041075
10155,1978-10-21,921.1260002,8.58000452,29.87427316
10156,1978-10-22,919.5631787000001,11.49663972,28.93981723
10157,1978-10-23,917.8091675,9.033074065,28.93981723
10158,1978-10-24,915.2792962999999,2.038812955,28.68496561
10159,1978-10-25,914.8907495,25.79664725,28.99645092
10160,1978-10-26,912.7555924,6.371290485,29.13803515
10161,1978-10-27,911.2063392,12.37446196,28.45843083
10162,1978-10-28,909.6583195,13.02574944,28.96813407
10163,1978-10-29,907.7266869,13.84693799,32.30952197
10164,1978-10-30,905.9924115,12.17624404,29.13803515
10165,1978-10-31,904.836639,15.432681400000002,28.14694552
10166,1978-11-01,903.6833335,16.50872157,27.892093900000003
10167,1978-11-02,901.7628023,8.240202361,28.62833191
10168,1978-11-03,900.2283507999999,10.90198594,27.24080643
10169,1978-11-04,898.6975999,13.62040321,28.76991615
10170,1978-11-05,897.5504618,16.59367211,29.22298569
10171,1978-11-06,896.4045571,16.16891941,28.85486669
10172,1978-11-07,894.8787401000001,15.71584986,29.19466884
10173,1978-11-08,892.9742441000001,10.67545117,28.85486669
10174,1978-11-09,890.5048135,1.8122781819999998,29.1097183
10175,1978-11-10,888.0415502999999,1.614060256,29.591104700000002
10176,1978-11-11,886.9055135,16.96179111,29.56278785
10177,1978-11-12,885.2057755,10.10911424,29.25130254
10178,1978-11-13,882.9435698,3.567922672,29.22298569
10179,1978-11-14,881.2499992999999,10.25069847,29.27961938
10180,1978-11-15,879.3701729,8.126934974,29.33625308
10181,1978-11-16,877.1190686,3.7661405980000002,29.27961938
10182,1978-11-17,875.0603874,6.031488326,29.30793623
10183,1978-11-18,873.3779181,10.25069847,29.19466884
10184,1978-11-19,871.3254044,5.889904092999999,29.1097183
10185,1978-11-20,870.0203806000001,4.785547075,19.31208938
10186,1978-11-21,869.0903353,19.1421883,29.36456992
10187,1978-11-22,868.16029,22.39862566,32.62100728
10188,1978-11-23,867.2302447000001,18.37763344,28.60001507
10189,1978-11-24,866.8589666,13.96020537,17.72634597
10190,1978-11-25,865.3738545,2.180397188,18.83070299
10191,1978-11-26,865.3738545,19.28377253,18.7174356
10192,1978-11-27,864.8175542,13.02574944,18.91565353
10193,1978-11-28,864.0762316,10.47723324,18.51921768
10194,1978-11-29,863.1511202,6.739409491,16.90515742
10195,1978-11-30,861.670942,2.74673412,17.10337535
10196,1978-12-01,858.9017752999999,19.65189154,50.46062064
10197,1978-12-02,855.7699649,14.78139393,50.48893749
10198,1978-12-03,852.465467,11.89307557,49.63943209
10199,1978-12-04,848.9870482,4.049309064,43.77784484
10200,1978-12-05,844.0629887,4.6156459960000005,61.10775496
10201,1978-12-06,838.7984882000001,2.265347728,62.66518153
10202,1978-12-07,834.2814777000001,16.50872157,68.24360031
10203,1978-12-08,829.6028811,8.948123526,62.58023099
10204,1978-12-09,824.9452537000001,7.617231735,61.02280442
10205,1978-12-10,820.4862168,9.854262617,60.96617073
10206,1978-12-11,816.3996915,17.30159327,64.08102386
10207,1978-12-12,810.9193317,0.254851619,63.14656792
10208,1978-12-13,806.6946564,12.57267989,60.96617073
10209,1978-12-14,801.9642535,5.125349235,59.38042732
10210,1978-12-15,797.6038952,11.83644188,61.78735928
10211,1978-12-16,793.2620392,12.65763043,62.52359729
10212,1978-12-17,788.9386853,5.7200030129999995,55.3594351
10213,1978-12-18,785.837712,17.4998112,52.98081999
10214,1978-12-19,782.0620241,7.16416219,50.46062064
10215,1978-12-20,778.6415789,12.74258097,51.90477982
10216,1978-12-21,775.5726761000001,13.53545267,48.64834246
10217,1978-12-22,772.6850951,15.432681400000002,48.45012453
10218,1978-12-23,768.6220059,3.794457444,50.43230379
10219,1978-12-24,764.2394449,2.152080342,49.92260056
10220,1978-12-25,760.8831409,12.40277881,51.25349235
10221,1978-12-26,757.8722117000001,11.32673864,47.96873814
10222,1978-12-27,755.0376704,7.5605980420000005,39.9833874
10223,1978-12-28,751.7146703,11.29842179,49.38458047
10224,1978-12-29,748.4040051000001,9.82594577,47.74220337
10225,1978-12-30,745.4337807999999,8.438420287000001,42.41863621
10226,1978-12-31,743.4589764,20.07664424,42.53190359
10227,1979-01-01,740.1779147000001,5.012081848,42.58853729
10228,1979-01-02,736.5835486,3.652873211,44.88220186
10229,1979-01-03,732.8411647,4.870497615,47.82715391
10230,1979-01-04,729.9227467000001,10.8170354,44.23091439
10231,1979-01-05,727.4989549,16.82020688,44.51408286
10232,1979-01-06,724.2771002999999,8.66495506,45.59012303
10233,1979-01-07,721.0675805,10.56218378,47.34576752
10234,1979-01-08,717.5509238,13.98852222,54.31171178
10235,1979-01-09,713.0968209,2.775050967,53.97190962
10236,1979-01-10,708.3516162999999,11.38337233,65.92161888
10237,1979-01-11,704.8867657999999,17.89624705,57.65309968
10238,1979-01-12,702.0608589,25.68337987,58.02121868
10239,1979-01-13,699.4002385,29.47783731,59.91844741
10240,1979-01-14,697.0578565,30.89367964,57.62478283
10241,1979-01-15,692.7024322000001,7.390696963,57.426564899999995
10242,1979-01-16,689.6039258,20.72793171,56.32220789
10243,1979-01-17,686.9778428999999,25.06040924,55.16121718
10244,1979-01-18,682.2092021,0.48138639200000005,55.4160688
10245,1979-01-19,677.6169492,0.339802159,53.20735476
10246,1979-01-20,672.3006425,0.113267386,59.9750811
10247,1979-01-21,667.2964067,0.056633693,57.14339644
10248,1979-01-22,662.179924,0.16990108,58.84240723
10249,1979-01-23,657.3915475,0.141584233,55.30280141
10250,1979-01-24,652.6303076,0.16990108,55.01963294
10251,1979-01-25,647.6014022,0.368119006,56.91686167
10252,1979-01-26,642.7476511,0.19821792600000002,56.12398996
10253,1979-01-27,638.5057071,3.398021592,55.21785087
10254,1979-01-28,633.4151275,1.0477233240000001,57.65309968
10255,1979-01-29,628.3566185,6.512874718,66.11983681
10256,1979-01-30,624.0455995,11.32673864,62.04221089999999
10257,1979-01-31,619.4718488,8.49505398,61.78735928
10258,1979-02-01,614.7846178,4.360794376,58.44597138
10259,1979-02-02,610.9694585,11.60990711,55.61428672
10260,1979-02-03,606.0527999,7.277429576,64.02439016
10261,1979-02-04,601.1669783,8.891489832000001,65.29864826
10262,1979-02-05,595.8987773,4.020992217,64.81726187
10263,1979-02-06,591.4915467000001,10.47723324,61.33428974
10264,1979-02-07,585.6103052999999,0.141584233,67.19587698
10265,1979-02-08,581.5348812999999,16.36713733,64.25092494
10266,1979-02-09,576.8106458999999,3.058219433,57.56814914
10267,1979-02-10,571.4499337999999,7.673865429,69.5744921
10268,1979-02-11,566.5283413,12.62931358,69.43290786
10269,1979-02-12,561.9040177999999,8.41010344,61.75904243
10270,1979-02-13,557.5695627,13.81862114,63.85448908
10271,1979-02-14,552.0867359,6.201389405,69.48954156
10272,1979-02-15,546.8999447,11.15683756,71.04696812
10273,1979-02-16,542.0054888,12.91248205,69.43290786
10274,1979-02-17,537.9078621,17.64139543,64.93052925
10275,1979-02-18,533.4512922,4.870497615,56.32220789
10276,1979-02-19,529.6534017,14.41327492,58.21943661
10277,1979-02-20,525.2474045,5.946537786,56.80359428
10278,1979-02-21,520.492332,9.599410997,64.50577655
10279,1979-02-22,516.5131196,16.6503058,62.55191414
10280,1979-02-23,512.1872988,9.684361537000001,59.60696209
10281,1979-02-24,507.8873811,8.948123526,58.55923877
10282,1979-02-25,503.85636239999997,12.82753151,59.35211047
10283,1979-02-26,500.2138906,12.03465981,54.05686016
10284,1979-02-27,497.5545037,32.0263535,62.66518153
10285,1979-02-28,493.5863926,16.76357319,57.51151544
10286,1979-03-01,489.4024222,11.10020387,57.68141652
10287,1979-03-02,484.6535172,10.59050063,65.41191565
10288,1979-03-03,482.05703789999995,17.69802913,47.60061913
10289,1979-03-04,479.3532457,11.07188702,42.22041828
10290,1979-03-05,476.7777356,11.97802611,41.65408135
10291,1979-03-06,474.4452215,12.48772935,39.36041677
10292,1979-03-07,472.3544697,17.24495958,41.31427919
10293,1979-03-08,469.80732969999997,13.67703691,43.04160683
